Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
ResNet50 - 40 epoha,0.1968804895877838,0.9320557713508606,0.2791849374771118,0.904181182384491,3.078338861465454,0.624365508556366
