Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
CNN - v2,1.0013929605484009,0.6245644688606262,0.9255926012992859,0.6202090382575989,4.5758056640625,0.3324873149394989
