Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
CNN - Dropout(0.2),0.09833094477653503,0.9773519039154053,0.2683350741863251,0.8937281966209412,2.1131350994110107,0.6725888252258301
