Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
CNN - v1,0.01935487613081932,0.9960801601409912,0.30528420209884644,0.897212564945221,3.404060125350952,0.6979695558547974
