Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
CNN - Dropout(0.5),0.2584260404109955,0.9037456512451172,0.3084760010242462,0.8780487775802612,3.9423954486846924,0.5355330109596252
