Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
ResNet101 - no dropout,0.5786557793617249,0.8079268336296082,0.5923539996147156,0.8013937473297119,1.8362613916397095,0.5380710363388062
