Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
ResNet101,1.1960277557373047,0.4342334568500519,1.1878944635391235,0.4268292784690857,1.819370985031128,0.3401015102863312
