Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
ResNet50,2.6416046619415283,0.38327527046203613,2.638693332672119,0.39372822642326355,3.906301975250244,0.32487308979034424
